DC ID,DC Name,Delivery Date,Weekday,Time Scope,DC Capacity,Orders Delivered,Items Delivered,Service Type,State
DC_006,North Satellite Depot DC_006,2026-06-03,Wednesday,Morning,648,98,271,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-06-03,Wednesday,Afternoon,1155,126,427,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-06-03,Wednesday,Evening,582,75,235,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-06-03,Wednesday,Morning,397,261,806,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-06-03,Wednesday,Afternoon,531,315,975,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-06-03,Wednesday,Evening,367,189,641,Urban Hub,South
DC_008,East Regional Center DC_008,2026-06-03,Wednesday,Morning,1346,159,475,Regional Center,East
DC_008,East Regional Center DC_008,2026-06-03,Wednesday,Afternoon,1992,244,822,Regional Center,East
DC_008,East Regional Center DC_008,2026-06-03,Wednesday,Evening,1002,124,363,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-06-03,Wednesday,Morning,348,216,643,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-06-03,Wednesday,Afternoon,532,302,922,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-06-03,Wednesday,Evening,358,180,575,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-06-03,Wednesday,Morning,101,104,308,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-06-03,Wednesday,Afternoon,158,143,443,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-06-03,Wednesday,Evening,83,69,211,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-06-03,Wednesday,Morning,543,302,1019,Regional Center,North
DC_011,North Regional Center DC_011,2026-06-03,Wednesday,Afternoon,1030,582,1953,Regional Center,North
DC_011,North Regional Center DC_011,2026-06-03,Wednesday,Evening,539,372,975,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-06-03,Wednesday,Morning,710,348,1199,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-06-03,Wednesday,Afternoon,976,522,1660,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-06-03,Wednesday,Evening,480,348,1035,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-06-03,Wednesday,Morning,332,206,630,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-06-03,Wednesday,Afternoon,546,410,1098,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-06-03,Wednesday,Evening,313,186,577,Urban Hub,East
DC_014,West Regional Center DC_014,2026-06-03,Wednesday,Morning,648,406,1358,Regional Center,West
DC_014,West Regional Center DC_014,2026-06-03,Wednesday,Afternoon,1005,629,1878,Regional Center,West
DC_014,West Regional Center DC_014,2026-06-03,Wednesday,Evening,517,270,961,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-06-03,Wednesday,Morning,1936,243,749,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-06-03,Wednesday,Afternoon,3788,485,1331,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-06-03,Wednesday,Evening,1470,225,643,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-06-03,Wednesday,Morning,168,130,380,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-06-03,Wednesday,Afternoon,294,182,610,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-06-03,Wednesday,Evening,169,93,295,Urban Hub,North
DC_017,South Regional Center DC_017,2026-06-03,Wednesday,Morning,540,315,939,Regional Center,South
DC_017,South Regional Center DC_017,2026-06-03,Wednesday,Afternoon,633,386,1261,Regional Center,South
DC_017,South Regional Center DC_017,2026-06-03,Wednesday,Evening,355,200,632,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-06-03,Wednesday,Morning,223,132,409,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-06-03,Wednesday,Afternoon,230,163,511,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-06-03,Wednesday,Evening,178,108,336,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-06-03,Wednesday,Morning,725,316,1078,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-06-03,Wednesday,Afternoon,965,663,1849,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-06-03,Wednesday,Evening,457,268,947,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-06-03,Wednesday,Morning,294,187,589,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-06-03,Wednesday,Afternoon,416,308,921,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-06-03,Wednesday,Evening,291,183,568,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-06-03,Wednesday,Morning,1710,221,681,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-06-03,Wednesday,Afternoon,2353,301,1022,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-06-03,Wednesday,Evening,872,112,352,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-06-03,Wednesday,Morning,223,140,443,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-06-03,Wednesday,Afternoon,384,202,703,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-06-03,Wednesday,Evening,199,122,394,Urban Hub,South
DC_023,East Regional Center DC_023,2026-06-03,Wednesday,Morning,750,504,1548,Regional Center,East
DC_023,East Regional Center DC_023,2026-06-03,Wednesday,Afternoon,1201,641,2294,Regional Center,East
DC_023,East Regional Center DC_023,2026-06-03,Wednesday,Evening,728,349,1285,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-06-03,Wednesday,Morning,241,165,482,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-06-03,Wednesday,Afternoon,519,344,999,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-06-03,Wednesday,Evening,270,156,472,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-06-04,Thursday,Morning,436,240,760,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-06-04,Thursday,Afternoon,711,450,1207,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-06-04,Thursday,Evening,337,203,666,Urban Hub,North
DC_002,South Regional Center DC_002,2026-06-04,Thursday,Morning,185,119,400,Regional Center,South
DC_002,South Regional Center DC_002,2026-06-04,Thursday,Afternoon,286,262,698,Regional Center,South
DC_002,South Regional Center DC_002,2026-06-04,Thursday,Evening,140,82,263,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-06-04,Thursday,Morning,276,301,914,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-06-04,Thursday,Afternoon,444,428,1304,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-06-04,Thursday,Evening,277,270,818,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-06-04,Thursday,Morning,788,430,1452,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-06-04,Thursday,Afternoon,1154,607,1929,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-06-04,Thursday,Evening,694,348,1194,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-06-04,Thursday,Morning,139,70,245,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-06-04,Thursday,Afternoon,124,89,257,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-06-04,Thursday,Evening,112,62,190,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-06-04,Thursday,Morning,677,72,257,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-06-04,Thursday,Afternoon,875,136,408,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-06-04,Thursday,Evening,784,85,256,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-06-04,Thursday,Morning,308,212,666,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-06-04,Thursday,Afternoon,530,305,869,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-06-04,Thursday,Evening,308,206,623,Urban Hub,South
DC_008,East Regional Center DC_008,2026-06-04,Thursday,Morning,1300,191,539,Regional Center,East
DC_008,East Regional Center DC_008,2026-06-04,Thursday,Afternoon,2182,289,876,Regional Center,East
DC_008,East Regional Center DC_008,2026-06-04,Thursday,Evening,1238,150,484,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-06-04,Thursday,Morning,334,198,666,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-06-04,Thursday,Afternoon,577,373,1146,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-06-04,Thursday,Evening,352,236,665,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-06-04,Thursday,Morning,133,109,347,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-06-04,Thursday,Afternoon,159,150,472,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-06-04,Thursday,Evening,78,81,254,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-06-04,Thursday,Morning,598,402,1268,Regional Center,North
DC_011,North Regional Center DC_011,2026-06-04,Thursday,Afternoon,984,609,2102,Regional Center,North
DC_011,North Regional Center DC_011,2026-06-04,Thursday,Evening,638,424,1163,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-06-04,Thursday,Morning,611,398,1270,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-06-04,Thursday,Afternoon,666,407,1357,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-06-04,Thursday,Evening,493,312,1016,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-06-04,Thursday,Morning,352,267,743,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-06-04,Thursday,Afternoon,635,406,1174,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-06-04,Thursday,Evening,317,197,671,Urban Hub,East
DC_014,West Regional Center DC_014,2026-06-04,Thursday,Morning,1056,599,1658,Regional Center,West
DC_014,West Regional Center DC_014,2026-06-04,Thursday,Afternoon,1272,801,2382,Regional Center,West
DC_014,West Regional Center DC_014,2026-06-04,Thursday,Evening,793,465,1505,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-06-04,Thursday,Morning,2827,294,1101,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-06-04,Thursday,Afternoon,3882,494,1416,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-06-04,Thursday,Evening,2292,323,957,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-06-04,Thursday,Morning,160,107,341,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-06-04,Thursday,Afternoon,327,189,611,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-06-04,Thursday,Evening,177,102,312,Urban Hub,North
DC_017,South Regional Center DC_017,2026-06-04,Thursday,Morning,440,263,867,Regional Center,South
DC_017,South Regional Center DC_017,2026-06-04,Thursday,Afternoon,775,505,1550,Regional Center,South
DC_017,South Regional Center DC_017,2026-06-04,Thursday,Evening,439,260,897,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-06-04,Thursday,Morning,206,120,383,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-06-04,Thursday,Afternoon,327,194,547,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-06-04,Thursday,Evening,138,85,256,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-06-04,Thursday,Morning,526,326,1003,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-06-04,Thursday,Afternoon,829,579,1860,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-06-04,Thursday,Evening,447,287,892,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-06-04,Thursday,Morning,415,240,715,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-06-04,Thursday,Afternoon,533,334,1078,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-06-04,Thursday,Evening,348,217,696,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-06-04,Thursday,Morning,1588,187,554,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-06-04,Thursday,Afternoon,2758,282,804,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-06-04,Thursday,Evening,1330,178,534,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-06-04,Thursday,Morning,278,134,424,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-06-04,Thursday,Afternoon,366,256,680,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-06-04,Thursday,Evening,157,105,331,Urban Hub,South
DC_023,East Regional Center DC_023,2026-06-04,Thursday,Morning,640,531,1478,Regional Center,East
DC_023,East Regional Center DC_023,2026-06-04,Thursday,Afternoon,1451,863,2453,Regional Center,East
DC_023,East Regional Center DC_023,2026-06-04,Thursday,Evening,672,391,1339,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-06-04,Thursday,Morning,390,205,660,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-06-04,Thursday,Afternoon,553,336,1063,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-06-04,Thursday,Evening,297,184,563,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-06-05,Friday,Morning,436,317,997,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-06-05,Friday,Afternoon,715,469,1377,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-06-05,Friday,Evening,415,271,812,Urban Hub,North
DC_002,South Regional Center DC_002,2026-06-05,Friday,Morning,237,156,447,Regional Center,South
DC_002,South Regional Center DC_002,2026-06-05,Friday,Afternoon,334,192,642,Regional Center,South
DC_002,South Regional Center DC_002,2026-06-05,Friday,Evening,199,124,370,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-06-05,Friday,Morning,312,311,1001,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-06-05,Friday,Afternoon,500,459,1536,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-06-05,Friday,Evening,205,239,788,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-06-05,Friday,Morning,718,417,1373,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-06-05,Friday,Afternoon,1369,775,2200,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-06-05,Friday,Evening,841,479,1312,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-06-05,Friday,Morning,131,82,240,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-06-05,Friday,Afternoon,206,103,332,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-06-05,Friday,Evening,101,56,180,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-06-05,Friday,Morning,877,122,316,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-06-05,Friday,Afternoon,1278,168,499,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-06-05,Friday,Evening,636,77,247,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-06-05,Friday,Morning,379,252,825,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-06-05,Friday,Afternoon,605,391,1217,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-06-05,Friday,Evening,324,238,685,Urban Hub,South
DC_008,East Regional Center DC_008,2026-06-05,Friday,Morning,1208,164,522,Regional Center,East
DC_008,East Regional Center DC_008,2026-06-05,Friday,Afternoon,2345,300,759,Regional Center,East
DC_008,East Regional Center DC_008,2026-06-05,Friday,Evening,1269,171,506,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-06-05,Friday,Morning,488,276,833,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-06-05,Friday,Afternoon,693,437,1124,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-06-05,Friday,Evening,285,206,589,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-06-05,Friday,Morning,109,119,369,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-06-05,Friday,Afternoon,164,172,515,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-06-05,Friday,Evening,88,93,322,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-06-05,Friday,Morning,667,387,1201,Regional Center,North
DC_011,North Regional Center DC_011,2026-06-05,Friday,Afternoon,1442,847,2256,Regional Center,North
DC_011,North Regional Center DC_011,2026-06-05,Friday,Evening,751,489,1335,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-06-05,Friday,Morning,635,428,1238,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-06-05,Friday,Afternoon,1220,779,2076,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-06-05,Friday,Evening,646,418,1260,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-06-05,Friday,Morning,382,252,819,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-06-05,Friday,Afternoon,790,450,1400,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-06-05,Friday,Evening,413,239,735,Urban Hub,East
DC_014,West Regional Center DC_014,2026-06-05,Friday,Morning,832,586,1624,Regional Center,West
DC_014,West Regional Center DC_014,2026-06-05,Friday,Afternoon,1381,877,2673,Regional Center,West
DC_014,West Regional Center DC_014,2026-06-05,Friday,Evening,812,502,1471,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-06-05,Friday,Morning,2828,389,1158,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-06-05,Friday,Afternoon,4166,535,1586,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-06-05,Friday,Evening,2598,334,1038,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-06-05,Friday,Morning,198,135,399,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-06-05,Friday,Afternoon,303,192,613,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-06-05,Friday,Evening,155,92,287,Urban Hub,North
DC_017,South Regional Center DC_017,2026-06-05,Friday,Morning,531,382,1012,Regional Center,South
DC_017,South Regional Center DC_017,2026-06-05,Friday,Afternoon,710,381,1207,Regional Center,South
DC_017,South Regional Center DC_017,2026-06-05,Friday,Evening,373,246,643,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-06-05,Friday,Morning,177,130,396,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-06-05,Friday,Afternoon,296,193,601,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-06-05,Friday,Evening,162,103,331,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-06-05,Friday,Morning,736,453,1364,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-06-05,Friday,Afternoon,1181,630,2147,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-06-05,Friday,Evening,476,316,1018,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-06-05,Friday,Morning,371,249,731,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-06-05,Friday,Afternoon,666,389,1192,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-06-05,Friday,Evening,360,252,710,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-06-05,Friday,Morning,1536,192,611,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-06-05,Friday,Afternoon,2120,287,948,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-06-05,Friday,Evening,1467,174,529,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-06-05,Friday,Morning,224,141,471,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-06-05,Friday,Afternoon,364,220,728,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-06-05,Friday,Evening,208,125,405,Urban Hub,South
DC_023,East Regional Center DC_023,2026-06-05,Friday,Morning,1084,643,1883,Regional Center,East
DC_023,East Regional Center DC_023,2026-06-05,Friday,Afternoon,1518,972,2656,Regional Center,East
DC_023,East Regional Center DC_023,2026-06-05,Friday,Evening,820,576,1592,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-06-05,Friday,Morning,394,231,726,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-06-05,Friday,Afternoon,622,314,1015,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-06-05,Friday,Evening,295,179,541,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-06-06,Saturday,Morning,514,282,988,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-06-06,Saturday,Afternoon,641,528,1306,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-06-06,Saturday,Evening,613,249,925,Urban Hub,North
DC_002,South Regional Center DC_002,2026-06-06,Saturday,Morning,199,125,422,Regional Center,South
DC_002,South Regional Center DC_002,2026-06-06,Saturday,Afternoon,347,218,630,Regional Center,South
DC_002,South Regional Center DC_002,2026-06-06,Saturday,Evening,214,133,385,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-06-06,Saturday,Morning,385,361,1090,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-06-06,Saturday,Afternoon,544,531,1582,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-06-06,Saturday,Evening,322,325,978,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-06-06,Saturday,Morning,792,547,1554,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-06-06,Saturday,Afternoon,1270,922,2445,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-06-06,Saturday,Evening,701,518,1502,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-06-06,Saturday,Morning,114,80,219,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-06-06,Saturday,Afternoon,223,114,400,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-06-06,Saturday,Evening,101,55,187,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-06-06,Saturday,Morning,860,101,342,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-06-06,Saturday,Afternoon,1480,184,503,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-06-06,Saturday,Evening,762,91,306,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-06-06,Saturday,Morning,538,346,870,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-06-06,Saturday,Afternoon,831,524,1641,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-06-06,Saturday,Evening,468,261,758,Urban Hub,South
DC_008,East Regional Center DC_008,2026-06-06,Saturday,Morning,1696,240,699,Regional Center,East
DC_008,East Regional Center DC_008,2026-06-06,Saturday,Afternoon,2254,275,830,Regional Center,East
DC_008,East Regional Center DC_008,2026-06-06,Saturday,Evening,1564,212,595,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-06-06,Saturday,Morning,437,303,842,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-06-06,Saturday,Afternoon,624,418,1310,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-06-06,Saturday,Evening,370,246,660,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-06-06,Saturday,Morning,114,127,364,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-06-06,Saturday,Afternoon,191,240,637,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-06-06,Saturday,Evening,94,75,264,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-06-06,Saturday,Morning,747,523,1623,Regional Center,North
DC_011,North Regional Center DC_011,2026-06-06,Saturday,Afternoon,1353,701,2234,Regional Center,North
DC_011,North Regional Center DC_011,2026-06-06,Saturday,Evening,677,355,1243,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-06-06,Saturday,Morning,662,519,1404,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-06-06,Saturday,Afternoon,1427,789,2585,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-06-06,Saturday,Evening,707,382,1264,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-06-06,Saturday,Morning,546,327,955,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-06-06,Saturday,Afternoon,724,390,1344,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-06-06,Saturday,Evening,421,242,786,Urban Hub,East
DC_014,West Regional Center DC_014,2026-06-06,Saturday,Morning,842,469,1488,Regional Center,West
DC_014,West Regional Center DC_014,2026-06-06,Saturday,Afternoon,1518,839,2908,Regional Center,West
DC_014,West Regional Center DC_014,2026-06-06,Saturday,Evening,886,518,1586,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-06-06,Saturday,Morning,3229,344,1197,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-06-06,Saturday,Afternoon,3968,483,1585,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-06-06,Saturday,Evening,2564,306,942,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-06-06,Saturday,Morning,279,176,499,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-06-06,Saturday,Afternoon,393,229,767,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-06-06,Saturday,Evening,182,123,414,Urban Hub,North
DC_017,South Regional Center DC_017,2026-06-06,Saturday,Morning,521,346,1024,Regional Center,South
DC_017,South Regional Center DC_017,2026-06-06,Saturday,Afternoon,969,519,1571,Regional Center,South
DC_017,South Regional Center DC_017,2026-06-06,Saturday,Evening,506,335,945,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-06-06,Saturday,Morning,170,121,386,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-06-06,Saturday,Afternoon,313,169,615,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-06-06,Saturday,Evening,280,102,384,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-06-06,Saturday,Morning,671,438,1235,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-06-06,Saturday,Afternoon,1060,792,2045,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-06-06,Saturday,Evening,574,415,1199,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-06-06,Saturday,Morning,397,244,736,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-06-06,Saturday,Afternoon,711,366,1183,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-06-06,Saturday,Evening,429,252,723,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-06-06,Saturday,Morning,2090,233,734,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-06-06,Saturday,Afternoon,3159,435,1217,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-06-06,Saturday,Evening,1639,204,624,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-06-06,Saturday,Morning,272,176,546,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-06-06,Saturday,Afternoon,348,231,785,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-06-06,Saturday,Evening,246,164,468,Urban Hub,South
DC_023,East Regional Center DC_023,2026-06-06,Saturday,Morning,1084,698,2064,Regional Center,East
DC_023,East Regional Center DC_023,2026-06-06,Saturday,Afternoon,1635,828,2785,Regional Center,East
DC_023,East Regional Center DC_023,2026-06-06,Saturday,Evening,870,539,1664,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-06-06,Saturday,Morning,490,266,732,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-06-06,Saturday,Afternoon,636,344,1092,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-06-06,Saturday,Evening,370,199,687,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-06-07,Sunday,Morning,527,317,977,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-06-07,Sunday,Afternoon,896,543,1701,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-06-07,Sunday,Evening,440,223,754,Urban Hub,North
DC_002,South Regional Center DC_002,2026-06-07,Sunday,Morning,144,95,306,Regional Center,South
DC_002,South Regional Center DC_002,2026-06-07,Sunday,Afternoon,300,145,517,Regional Center,South
DC_002,South Regional Center DC_002,2026-06-07,Sunday,Evening,183,109,340,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-06-07,Sunday,Morning,0,0,0,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-06-07,Sunday,Afternoon,0,0,0,Satellite Depot,East
